,Player,<5Ft FGM,<5 Ft FGA,<5 Ft FG%,5-9 Ft GM,5-9 Ft FGA,5-9 Ft FG%,10-14 Ft FGM,10-14 Ft FGA,10-14 Ft FG%,15-19 Ft FGM,15-19 Ft FGA,15-19 Ft FG%,20-24 Ft FGM,20-24 Ft FGA,20-24 Ft FG%,25-29 Ft FGM,25-29 Ft FGA,25-29 Ft FG%,Year,All_Team,Pos
1820,Ira Bowman,0.6,0.9,0.7,0.0,0.5,0.0,0.3,0.8,0.333,0.0,0.8,0.0,0.3,1.7,0.2,1.3,2.7,0.5,1999,0.0,SG
1821,Isaiah Rider,11.6,20.4,0.5670000000000001,3.0,8.5,0.348,3.8,9.4,0.405,5.0,12.5,0.396,3.3,7.8,0.425,1.5,4.5,0.332,1999,0.0,SG
1822,J.R. Reid,5.9,10.1,0.5770000000000001,0.9,2.7,0.344,1.6,4.4,0.363,2.3,5.4,0.416,2.1,5.0,0.416,0.9,2.1,0.424,1999,0.0,PF
1823,Jacque Vaughn,2.7,5.2,0.521,0.9,2.4,0.362,0.8,1.9,0.409,1.7,3.9,0.426,1.6,3.6,0.431,0.5,1.6,0.319,1999,0.0,PG
1824,Jahidi White,6.8,11.2,0.605,1.3,3.6,0.366,1.4,4.3,0.334,2.6,7.0,0.381,1.9,4.2,0.461,1.0,2.8,0.36,1999,0.0,C
1825,Jalen Rose,12.7,22.2,0.573,3.9,10.5,0.375,3.8,9.4,0.405,5.0,12.5,0.403,2.9,7.5,0.383,1.6,4.9,0.33299999999999996,1999,0.0,SF
1826,Jamal Mashburn,10.5,19.4,0.539,2.7,7.9,0.34,3.7,9.2,0.404,4.6,11.6,0.4,3.7,10.1,0.364,1.4,3.9,0.35100000000000003,1999,0.0,SF
1827,James Posey,8.8,14.6,0.605,2.4,6.1,0.39,1.8,5.1,0.346,3.8,9.2,0.417,2.2,6.1,0.356,1.2,3.5,0.34600000000000003,1999,0.0,SF
1828,Jamie Feick,11.0,17.3,0.638,2.3,5.8,0.393,1.7,4.9,0.355,3.6,8.7,0.409,2.6,7.3,0.36,1.0,3.0,0.34600000000000003,1999,0.0,C
1829,Jaren Jackson,6.0,10.6,0.573,2.1,5.3,0.393,1.6,4.6,0.354,3.1,7.6,0.411,1.7,4.7,0.366,0.8,2.6,0.309,1999,0.0,SG
1830,Jason Caffey,11.8,18.7,0.632,2.2,5.9,0.371,2.1,5.5,0.381,4.5,10.9,0.411,2.9,6.7,0.434,1.3,4.1,0.32899999999999996,1999,0.0,PF
1831,Jason Kidd,12.0,21.0,0.5710000000000001,3.0,8.0,0.378,3.1,8.5,0.37,5.0,13.5,0.373,4.3,11.7,0.37,1.2,3.6,0.332,1999,2.0,PG
1832,Jason Miskiri,3.0,3.0,1.0,2.0,3.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1999,0.0,PG
1833,Jason Terry,8.5,14.1,0.6,2.0,5.4,0.367,2.4,6.3,0.377,3.1,7.7,0.402,2.0,5.0,0.392,1.0,2.7,0.373,1999,0.0,PG
1834,Jason Williams,11.3,18.4,0.614,3.9,10.3,0.383,3.2,7.5,0.422,5.7,14.2,0.405,4.1,10.7,0.383,1.0,3.0,0.32799999999999996,1999,0.0,PG
1835,Jeff Foster,1.8,2.7,0.667,0.5,1.5,0.368,0.7,1.2,0.545,0.8,1.8,0.435,0.5,1.9,0.261,0.3,1.2,0.235,1999,0.0,C
1836,Jeff Hornacek,7.7,13.4,0.573,2.2,5.4,0.407,2.5,5.7,0.432,3.7,9.0,0.414,3.4,8.4,0.402,0.9,2.6,0.331,1999,0.0,SG
1837,Jeff McInnis,9.6,15.2,0.636,2.1,5.7,0.366,1.8,4.9,0.361,3.2,6.6,0.482,2.6,5.5,0.47,1.3,3.8,0.35100000000000003,1999,0.0,PG
1838,Jelani McCoy,4.3,7.4,0.5770000000000001,1.0,3.1,0.335,0.8,2.4,0.328,1.9,4.8,0.388,1.5,3.7,0.41,0.5,1.9,0.275,1999,0.0,C
1839,Jermaine Jackson,2.9,4.7,0.606,0.2,0.8,0.25,0.2,1.3,0.125,1.1,4.7,0.242,0.8,1.8,0.444,1.5,3.3,0.45,1999,0.0,SG
1840,Jermaine O'Neal,3.6,6.8,0.524,0.9,2.4,0.373,0.8,2.1,0.39,1.6,4.0,0.402,1.7,4.4,0.378,0.5,1.8,0.27699999999999997,1999,0.0,C
1841,Jerome Kersey,4.8,8.7,0.5529999999999999,1.6,4.5,0.355,1.4,4.4,0.306,2.8,7.0,0.396,1.7,4.4,0.39,0.6,1.9,0.313,1999,0.0,SF
1842,Jerome Williams,7.6,13.4,0.57,1.6,4.2,0.384,1.9,5.1,0.368,4.2,10.4,0.405,2.2,5.2,0.421,1.6,4.5,0.363,1999,0.0,PF
1843,Jerry Stackhouse,12.5,20.4,0.612,2.8,6.7,0.416,3.5,8.6,0.404,7.0,15.6,0.446,3.4,8.1,0.423,2.2,6.6,0.32799999999999996,1999,0.0,SG
1844,Jim Jackson,11.8,20.2,0.588,3.1,8.5,0.366,3.9,9.8,0.402,5.2,12.6,0.416,3.3,7.4,0.441,1.5,4.3,0.341,1999,0.0,SF
1845,Jim McIlvaine,5.2,9.7,0.542,1.0,3.1,0.333,1.3,3.2,0.407,2.5,6.2,0.395,1.8,3.9,0.449,0.7,1.8,0.39799999999999996,1999,0.0,C
1846,Joe Kleine,1.6,3.4,0.45799999999999996,0.5,1.5,0.333,0.0,0.7,0.0,0.5,1.2,0.429,0.7,2.1,0.333,0.0,1.0,0.0,1999,0.0,C
1847,Joe Smith,7.4,12.8,0.58,2.0,5.1,0.391,1.8,4.7,0.386,3.5,9.3,0.374,2.3,6.0,0.385,1.1,3.0,0.369,1999,0.0,C
1848,Joe Stephens,4.5,7.6,0.586,0.9,2.8,0.333,0.5,2.1,0.259,1.9,4.8,0.397,0.8,2.8,0.27,0.7,1.9,0.348,1999,0.0,SF
1849,John Amaechi,7.2,12.5,0.581,1.7,4.5,0.385,1.9,4.9,0.388,2.9,7.3,0.395,2.2,6.4,0.348,1.0,2.5,0.38799999999999996,1999,0.0,C
1850,John Celestand,2.8,4.9,0.57,1.1,2.7,0.4,0.8,2.9,0.279,1.9,5.5,0.341,1.0,2.4,0.412,0.8,2.2,0.364,1999,0.0,PG
1851,John Crotty,3.9,6.7,0.583,1.0,2.2,0.427,1.0,2.8,0.351,2.1,5.3,0.387,1.2,2.7,0.424,0.6,2.3,0.273,1999,0.0,PG
1852,John Salley,2.0,3.3,0.605,0.7,1.9,0.388,0.5,2.0,0.269,0.6,2.3,0.272,0.6,1.4,0.407,0.3,1.5,0.231,1999,0.0,C
1853,John Starks,12.2,21.0,0.584,2.3,6.4,0.36,2.7,7.2,0.378,4.2,10.8,0.392,3.3,7.4,0.452,1.1,3.6,0.293,1999,0.0,SG
1854,John Starks,12.2,21.0,0.584,2.3,6.4,0.36,2.7,7.2,0.378,4.2,10.8,0.392,3.3,7.4,0.452,1.1,3.6,0.293,1999,0.0,SG
1855,John Starks,12.2,21.0,0.584,2.3,6.4,0.36,2.7,7.2,0.378,4.2,10.8,0.392,3.3,7.4,0.452,1.1,3.6,0.293,1999,0.0,SG
1856,John Stockton,7.7,13.7,0.56,2.3,5.8,0.396,2.3,5.6,0.417,4.0,9.5,0.42,3.7,9.0,0.404,1.0,3.0,0.33,1999,0.0,PG
1857,John Thomas,2.8,4.6,0.612,1.1,2.1,0.544,0.6,1.9,0.337,1.3,3.2,0.394,0.8,2.3,0.325,0.4,0.8,0.46399999999999997,1999,0.0,C
1858,John Wallace,3.1,5.8,0.5429999999999999,0.8,2.3,0.341,1.2,3.4,0.357,1.8,4.1,0.446,1.4,3.9,0.366,0.7,2.1,0.33299999999999996,1999,0.0,SF
1859,Johnny Newman,6.9,11.8,0.588,1.6,4.1,0.39,1.5,4.0,0.38,2.9,7.1,0.411,2.4,6.2,0.39,0.7,2.0,0.37200000000000005,1999,0.0,SF
1860,Johnny Taylor,1.7,2.8,0.588,0.0,0.3,0.0,0.0,1.4,0.0,0.6,1.6,0.375,0.8,2.2,0.364,1.0,3.0,0.33299999999999996,1999,0.0,SF
1861,Johnny Taylor,1.7,2.8,0.588,0.0,0.3,0.0,0.0,1.4,0.0,0.6,1.6,0.375,0.8,2.2,0.364,1.0,3.0,0.33299999999999996,1999,0.0,SF
1862,Johnny Taylor,1.7,2.8,0.588,0.0,0.3,0.0,0.0,1.4,0.0,0.6,1.6,0.375,0.8,2.2,0.364,1.0,3.0,0.33299999999999996,1999,0.0,SF
1863,Jon Barry,7.0,11.5,0.607,2.1,5.6,0.374,1.4,3.9,0.353,2.4,6.6,0.371,2.1,6.0,0.356,0.4,1.8,0.245,1999,0.0,SG
1864,Jonathan Bender,2.1,3.8,0.5429999999999999,0.6,1.6,0.387,0.5,1.3,0.364,1.1,2.3,0.457,0.7,1.9,0.361,0.3,1.1,0.23800000000000002,1999,0.0,SF
1865,Jud Buechler,3.3,5.7,0.5820000000000001,0.5,1.7,0.275,1.1,2.6,0.406,1.9,4.9,0.382,1.1,2.7,0.414,0.8,2.2,0.386,1999,0.0,SF
1866,Jumaine Jones,1.3,2.4,0.564,0.3,1.1,0.28,0.5,1.4,0.333,0.6,1.9,0.34,0.2,1.4,0.115,0.8,2.2,0.35100000000000003,1999,0.0,SF
1867,Juwan Howard,12.5,20.0,0.625,2.4,7.0,0.343,2.8,7.7,0.368,4.8,11.9,0.407,3.3,7.6,0.432,1.6,4.6,0.34600000000000003,1999,0.0,PF
1868,Karl Malone,9.6,17.0,0.568,2.9,7.1,0.408,2.9,6.9,0.418,4.8,11.5,0.421,4.5,11.0,0.408,1.2,3.5,0.34,1999,0.0,PF
1869,Keith Closs,5.8,9.3,0.621,1.5,3.7,0.4,1.5,3.7,0.401,1.8,4.4,0.402,1.6,3.5,0.442,1.0,2.5,0.39799999999999996,1999,0.0,C
1870,Keith Van Horn,13.7,22.2,0.616,2.6,7.0,0.364,2.7,6.7,0.408,4.8,11.8,0.404,3.6,9.0,0.404,1.2,3.3,0.35700000000000004,1999,0.0,PF
1871,Kelvin Cato,8.0,13.8,0.58,2.3,6.1,0.366,2.0,5.2,0.384,3.8,9.6,0.394,2.8,6.8,0.412,0.7,2.4,0.27399999999999997,1999,0.0,C
1872,Kendall Gill,12.3,20.1,0.613,2.3,6.2,0.373,2.4,6.1,0.386,4.0,10.5,0.379,3.1,7.7,0.398,1.1,2.9,0.379,1999,0.0,SF
1873,Kenny Anderson,11.0,17.8,0.618,1.9,5.4,0.346,2.3,6.3,0.368,4.4,10.0,0.441,3.4,8.3,0.409,1.0,2.7,0.368,1999,0.0,PG
1874,Kenny Thomas,8.4,14.5,0.5770000000000001,2.3,6.4,0.364,2.0,5.1,0.391,3.7,9.6,0.385,3.0,7.1,0.416,0.8,2.5,0.331,1999,0.0,PF
1875,Keon Clark,7.7,12.9,0.599,1.8,5.2,0.337,1.5,4.4,0.344,3.3,8.6,0.39,2.4,6.0,0.398,0.8,2.9,0.28,1999,0.0,C
1876,Kerry Kittles,11.7,19.5,0.599,2.3,6.3,0.359,2.3,6.1,0.381,4.3,10.5,0.412,2.9,7.6,0.378,1.1,3.0,0.36700000000000005,1999,0.0,SG
1877,Kevin Garnett,12.5,21.5,0.58,3.5,8.8,0.394,2.6,6.8,0.379,5.5,14.5,0.38,3.6,9.0,0.398,1.6,4.8,0.326,1999,1.0,PF
1878,Kevin Johnson,5.5,10.0,0.55,1.2,4.3,0.269,0.8,3.2,0.263,2.7,8.8,0.302,1.2,4.8,0.241,0.8,2.3,0.33299999999999996,1999,0.0,PG
1879,Kevin Ollie,2.2,3.5,0.63,0.5,2.0,0.258,1.0,2.5,0.392,1.1,2.9,0.361,0.7,1.8,0.365,0.6,1.9,0.3,1999,0.0,PG
1880,Kevin Willis,7.4,12.4,0.598,1.5,4.0,0.384,1.9,5.1,0.382,2.6,6.6,0.387,1.7,4.9,0.343,0.9,2.4,0.37,1999,0.0,PF
1881,Khalid Reeves,2.7,6.3,0.42100000000000004,1.0,2.3,0.429,0.0,1.3,0.0,2.7,7.3,0.364,1.0,3.3,0.3,1.0,1.3,0.75,1999,0.0,PG
1882,Kiwane Garris,2.0,2.7,0.75,0.0,2.0,0.0,1.0,5.0,0.2,8.0,13.0,0.615,0.5,2.0,0.25,1.0,1.0,1.0,1999,0.0,SG
1883,Kobe Bryant,10.7,18.3,0.5820000000000001,3.1,8.7,0.354,3.8,10.6,0.358,5.5,14.6,0.376,3.0,8.1,0.368,2.0,6.2,0.32799999999999996,1999,1.0,SG
1884,Kornel David,5.2,8.5,0.616,0.9,2.3,0.41,1.0,2.6,0.371,2.1,5.5,0.384,1.6,3.7,0.417,0.6,2.1,0.281,1999,0.0,SF
1885,Kornel David,5.2,8.5,0.616,0.9,2.3,0.41,1.0,2.6,0.371,2.1,5.5,0.384,1.6,3.7,0.417,0.6,2.1,0.281,1999,0.0,SF
1886,Kornel David,5.2,8.5,0.616,0.9,2.3,0.41,1.0,2.6,0.371,2.1,5.5,0.384,1.6,3.7,0.417,0.6,2.1,0.281,1999,0.0,SF
1887,Kurt Thomas,6.1,11.0,0.5529999999999999,1.6,4.7,0.34,2.0,5.6,0.362,2.9,7.9,0.368,2.7,7.2,0.369,1.0,3.2,0.317,1999,0.0,PF
1888,LaPhonso Ellis,7.5,12.4,0.606,2.0,5.3,0.373,2.1,6.1,0.335,2.7,7.2,0.376,1.9,5.2,0.374,1.0,2.4,0.401,1999,0.0,PF
1889,Lamar Odom,13.8,22.4,0.617,3.3,9.5,0.342,2.9,7.3,0.391,4.5,11.3,0.4,3.3,7.3,0.457,1.8,5.3,0.35100000000000003,1999,0.0,SF
1890,Lamond Murray,10.3,17.8,0.579,2.1,5.5,0.375,2.6,7.0,0.374,4.4,11.5,0.385,3.7,9.3,0.397,1.1,3.5,0.315,1999,0.0,SF
1891,Lari Ketner,2.2,3.7,0.593,0.5,1.5,0.36,0.6,1.2,0.476,0.8,2.1,0.395,0.9,1.9,0.485,0.4,0.8,0.556,1999,0.0,PF
1892,Lari Ketner,2.2,3.7,0.593,0.5,1.5,0.36,0.6,1.2,0.476,0.8,2.1,0.395,0.9,1.9,0.485,0.4,0.8,0.556,1999,0.0,PF
1893,Lari Ketner,2.2,3.7,0.593,0.5,1.5,0.36,0.6,1.2,0.476,0.8,2.1,0.395,0.9,1.9,0.485,0.4,0.8,0.556,1999,0.0,PF
1894,Laron Profit,1.8,3.6,0.49200000000000005,0.6,1.5,0.432,0.4,1.6,0.244,1.0,2.8,0.346,0.7,1.9,0.37,1.0,1.9,0.5329999999999999,1999,0.0,SG
1895,Larry Hughes,9.9,15.9,0.621,1.8,5.5,0.336,1.8,5.6,0.325,4.1,9.4,0.435,2.4,5.6,0.426,1.8,5.3,0.335,1999,0.0,SG
1896,Larry Hughes,9.9,15.9,0.621,1.8,5.5,0.336,1.8,5.6,0.325,4.1,9.4,0.435,2.4,5.6,0.426,1.8,5.3,0.335,1999,0.0,SG
1897,Larry Hughes,9.9,15.9,0.621,1.8,5.5,0.336,1.8,5.6,0.325,4.1,9.4,0.435,2.4,5.6,0.426,1.8,5.3,0.335,1999,0.0,SG
1898,Larry Johnson,8.5,14.8,0.574,2.3,6.3,0.36,2.8,7.3,0.388,4.5,11.4,0.392,3.6,9.1,0.395,1.0,3.4,0.3,1999,0.0,PF
1899,Latrell Sprewell,11.0,19.1,0.574,2.8,7.9,0.351,3.4,9.0,0.373,5.2,13.7,0.38,4.1,11.1,0.373,1.3,4.5,0.289,1999,0.0,SF
1900,Lawrence Funderburke,5.0,7.9,0.627,1.6,3.8,0.406,0.9,2.7,0.337,1.9,4.6,0.407,1.3,3.7,0.353,0.3,1.3,0.259,1999,0.0,PF
1901,Lazaro Borrell,3.2,5.4,0.604,1.1,3.3,0.333,0.7,2.2,0.318,1.5,3.5,0.422,1.5,3.7,0.4,1.3,2.5,0.5329999999999999,1999,0.0,SF
1902,Lindsey Hunter,11.3,18.4,0.613,2.5,6.2,0.402,3.3,8.1,0.409,6.6,14.7,0.45,3.0,7.2,0.422,2.3,6.5,0.353,1999,0.0,PG
1903,Lorenzen Wright,6.3,10.1,0.621,1.3,3.9,0.338,1.6,4.4,0.365,1.9,5.1,0.375,1.3,3.2,0.391,0.7,2.0,0.364,1999,0.0,C
1904,Lorenzo Williams,2.3,4.1,0.545,0.9,2.3,0.389,0.7,2.3,0.313,1.3,3.5,0.357,1.3,2.4,0.526,0.4,1.4,0.273,1999,0.0,PF
1905,Loy Vaught,2.1,3.3,0.618,0.5,1.2,0.381,0.5,1.3,0.362,1.1,2.9,0.387,0.7,1.7,0.413,0.4,1.5,0.265,1999,0.0,PF
1906,Luc Longley,5.8,10.1,0.5720000000000001,1.6,4.2,0.377,1.8,4.8,0.376,2.9,7.8,0.376,2.1,5.6,0.368,0.5,1.8,0.287,1999,0.0,C
1907,Lucious Harris,6.5,11.1,0.586,1.5,4.1,0.362,1.4,3.7,0.373,2.7,6.6,0.418,2.0,5.4,0.378,0.8,1.9,0.418,1999,0.0,SG
1908,Malik Rose,5.2,9.0,0.581,1.6,4.4,0.356,1.3,4.3,0.306,2.6,6.7,0.389,1.6,4.3,0.369,0.6,2.2,0.263,1999,0.0,PF
1909,Malik Sealy,8.8,15.3,0.574,2.3,6.2,0.371,2.1,5.3,0.387,4.2,10.6,0.392,2.7,6.8,0.398,1.2,3.7,0.313,1999,0.0,SF
1910,Marcus Brown,2.3,3.7,0.636,0.5,1.5,0.333,0.7,1.3,0.5,1.7,3.5,0.476,1.8,3.3,0.538,0.3,1.0,0.33299999999999996,1999,0.0,SG
1911,Marcus Camby,7.0,13.0,0.539,1.8,4.9,0.37,1.9,5.3,0.367,3.1,8.8,0.347,2.7,7.7,0.354,1.0,3.1,0.321,1999,0.0,C
1912,Mario Bennett,2.0,4.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1999,0.0,PF
1913,Mario Elie,8.1,14.6,0.557,2.6,6.8,0.382,2.5,7.3,0.342,4.4,10.7,0.414,2.7,6.7,0.407,0.8,2.7,0.29100000000000004,1999,0.0,SF
1914,Mark Bryant,7.3,12.3,0.596,1.3,4.0,0.328,1.9,5.1,0.361,3.2,8.3,0.391,2.6,6.3,0.415,0.8,2.4,0.331,1999,0.0,PF
1915,Mark Davis,7.0,10.9,0.648,1.3,4.2,0.312,1.2,3.3,0.36,3.0,6.8,0.442,2.1,5.3,0.402,1.0,3.1,0.303,1999,0.0,SF
1916,Mark Hendrickson,1.8,3.5,0.519,0.4,1.1,0.385,1.0,1.9,0.529,0.3,0.9,0.3,0.7,1.9,0.381,0.4,0.9,0.5,1999,0.0,PF
1917,Mark Hendrickson,1.8,3.5,0.519,0.4,1.1,0.385,1.0,1.9,0.529,0.3,0.9,0.3,0.7,1.9,0.381,0.4,0.9,0.5,1999,0.0,PF
1918,Mark Hendrickson,1.8,3.5,0.519,0.4,1.1,0.385,1.0,1.9,0.529,0.3,0.9,0.3,0.7,1.9,0.381,0.4,0.9,0.5,1999,0.0,PF
1919,Mark Jackson,10.0,17.0,0.584,2.8,7.6,0.371,2.7,6.5,0.41,4.0,9.5,0.417,2.2,5.8,0.374,1.2,3.6,0.32899999999999996,1999,0.0,PG
1920,Mark Strickland,3.2,6.2,0.518,0.9,2.6,0.367,1.0,2.5,0.386,1.4,3.6,0.401,1.6,3.6,0.447,0.3,1.6,0.172,1999,0.0,SF
1921,Mark West,1.9,3.1,0.618,0.5,1.3,0.381,1.0,1.5,0.65,0.9,2.6,0.333,0.7,1.7,0.387,0.2,1.2,0.182,1999,0.0,C
1922,Marty Conlon,2.3,4.7,0.5,0.3,0.3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,1999,0.0,C
1923,Matt Bullard,6.5,11.2,0.581,2.1,5.2,0.394,1.5,3.7,0.401,3.3,7.3,0.447,1.8,4.2,0.431,0.6,1.9,0.32,1999,0.0,PF
1924,Matt Geiger,6.6,10.3,0.642,1.7,5.0,0.341,2.0,5.8,0.342,2.5,6.5,0.388,1.8,4.2,0.443,1.2,4.0,0.308,1999,0.0,C
1925,Matt Harpring,3.0,5.3,0.5710000000000001,2.8,5.3,0.524,2.0,4.8,0.421,1.8,4.5,0.389,1.0,4.5,0.222,2.3,4.3,0.5379999999999999,1999,0.0,SF
1926,Matt Maloney,7.1,12.6,0.561,1.7,4.2,0.395,1.7,4.2,0.411,2.3,6.5,0.35,2.5,6.8,0.36,0.8,2.6,0.298,1999,0.0,PG
1927,Maurice Taylor,14.1,22.5,0.627,3.4,9.5,0.362,2.8,7.0,0.404,4.5,11.1,0.408,3.2,7.0,0.457,1.8,5.2,0.335,1999,0.0,PF
1928,Metta World Peace,9.8,17.1,0.5720000000000001,2.4,5.9,0.409,2.2,5.7,0.381,4.0,10.0,0.399,3.3,8.5,0.388,1.1,3.4,0.31,1999,0.0,SF
1929,Michael Cage,4.2,6.4,0.648,0.9,2.7,0.333,1.3,3.1,0.407,1.7,4.4,0.379,1.1,2.6,0.404,0.4,0.8,0.5329999999999999,1999,0.0,C
1930,Michael Curry,5.6,9.5,0.593,1.4,3.2,0.434,1.5,4.0,0.391,3.3,8.4,0.399,1.6,3.9,0.415,1.2,3.5,0.33,1999,0.0,SG
1931,Michael Dickerson,14.3,22.8,0.625,3.0,7.9,0.387,3.0,7.8,0.391,5.5,12.4,0.448,3.3,9.3,0.349,1.4,3.9,0.348,1999,0.0,SG
1932,Michael Doleac,5.2,8.9,0.585,1.1,3.2,0.347,1.3,3.5,0.375,2.8,6.6,0.426,1.6,4.6,0.358,0.8,2.4,0.345,1999,0.0,C
1933,Michael Finley,15.3,25.6,0.599,3.1,8.6,0.36,3.7,9.7,0.381,6.4,15.1,0.421,4.4,11.2,0.394,1.5,4.9,0.298,1999,0.0,SF
1934,Michael Hawkins,1.6,2.3,0.7040000000000001,0.1,1.4,0.1,0.3,1.4,0.182,0.5,0.9,0.5,0.4,0.9,0.5,0.3,1.2,0.28600000000000003,1999,0.0,PG
1935,Michael Olowokandi,12.0,19.2,0.624,2.8,8.2,0.337,2.4,6.2,0.395,4.0,9.8,0.403,2.9,6.3,0.47,1.7,4.5,0.374,1999,0.0,C
1936,Michael Ruffin,4.3,7.3,0.58,0.8,2.5,0.315,1.0,2.1,0.465,1.5,3.9,0.388,1.5,4.0,0.379,0.6,1.8,0.319,1999,0.0,PF
1937,Michael Smith,9.1,14.5,0.63,1.8,5.2,0.339,2.1,5.7,0.371,3.5,8.9,0.39,2.3,5.3,0.439,1.0,3.6,0.29,1999,0.0,SF
1938,Michael Stewart,2.9,5.0,0.581,0.7,1.8,0.389,1.0,2.0,0.507,1.1,3.5,0.324,0.9,2.0,0.462,0.4,1.0,0.414,1999,0.0,C
1939,Mike Bibby,14.9,23.6,0.63,3.2,8.1,0.392,3.2,7.9,0.407,5.6,12.4,0.448,3.3,9.3,0.353,1.4,4.0,0.35700000000000004,1999,0.0,PG
1940,Mikki Moore,4.4,8.2,0.542,0.6,2.1,0.288,1.2,3.0,0.414,2.6,6.7,0.379,1.1,3.1,0.341,1.4,4.5,0.322,1999,0.0,C
1941,Milt Palacio,2.1,3.3,0.64,0.7,2.0,0.349,0.4,1.6,0.274,1.3,2.8,0.485,0.7,1.9,0.35,0.2,1.2,0.175,1999,0.0,PG
1942,Mirsad Turkcan,1.7,2.6,0.644,0.5,1.1,0.5,0.5,1.3,0.353,0.8,2.3,0.367,0.8,1.8,0.476,0.7,1.3,0.5379999999999999,1999,0.0,PF
1943,Mirsad Turkcan,1.7,2.6,0.644,0.5,1.1,0.5,0.5,1.3,0.353,0.8,2.3,0.367,0.8,1.8,0.476,0.7,1.3,0.5379999999999999,1999,0.0,PF
1944,Mirsad Turkcan,1.7,2.6,0.644,0.5,1.1,0.5,0.5,1.3,0.353,0.8,2.3,0.367,0.8,1.8,0.476,0.7,1.3,0.5379999999999999,1999,0.0,PF
1945,Mitch Richmond,11.3,18.3,0.62,2.3,6.6,0.353,2.5,6.9,0.362,4.4,10.8,0.405,2.8,6.7,0.416,1.4,4.0,0.33399999999999996,1999,0.0,SG
1946,Monty Williams,7.2,11.7,0.618,1.6,3.8,0.414,1.8,4.4,0.409,3.1,7.5,0.411,1.9,5.2,0.36,1.1,2.8,0.374,1999,0.0,SF
1947,Moochie Norris,5.5,9.5,0.58,1.9,4.1,0.45,1.3,3.3,0.404,2.7,6.7,0.395,1.8,4.8,0.382,0.6,2.3,0.266,1999,0.0,PG
1948,Mookie Blaylock,12.9,21.2,0.606,2.5,7.0,0.359,2.4,6.4,0.369,4.8,11.8,0.406,3.1,7.5,0.407,1.4,4.2,0.34,1999,0.0,PG
1949,Muggsy Bogues,6.8,11.9,0.5760000000000001,1.6,4.3,0.385,2.0,5.0,0.397,2.7,6.9,0.395,1.9,5.0,0.376,0.7,2.1,0.32899999999999996,1999,0.0,PG
1950,Nazr Mohammed,2.2,3.5,0.616,0.8,2.2,0.35,1.1,2.4,0.467,0.9,3.2,0.268,0.8,1.8,0.452,0.4,1.7,0.242,1999,0.0,C
1951,Nick Anderson,9.5,15.7,0.605,3.1,8.3,0.371,3.0,6.8,0.443,5.3,12.6,0.417,3.8,9.8,0.392,0.9,2.7,0.325,1999,0.0,SG
1952,Nick Van Exel,13.3,22.2,0.601,3.1,8.6,0.356,2.6,7.2,0.367,5.7,13.9,0.41,3.6,9.2,0.391,1.6,5.0,0.32299999999999995,1999,0.0,PG
1953,Obinna Ekezie,3.3,4.8,0.691,0.8,1.8,0.441,0.6,1.9,0.318,1.4,2.9,0.481,0.9,2.9,0.309,0.4,1.5,0.289,1999,0.0,PF
1954,Olden Polynice,6.3,10.9,0.5760000000000001,1.8,4.4,0.414,1.9,4.4,0.431,3.3,7.7,0.424,2.7,6.3,0.425,0.7,2.0,0.369,1999,0.0,C
1955,Oliver Miller,6.6,12.4,0.53,1.7,4.6,0.36,1.3,4.2,0.314,2.9,7.7,0.384,2.3,6.7,0.347,0.7,2.1,0.348,1999,0.0,C
1956,Othella Harrington,12.6,19.7,0.642,2.7,7.2,0.379,2.8,6.8,0.404,4.9,10.9,0.45,2.8,7.9,0.352,1.0,3.3,0.308,1999,0.0,PF
1957,Otis Thorpe,3.7,6.7,0.547,1.0,3.0,0.327,1.4,3.5,0.411,2.0,5.0,0.409,2.0,4.4,0.45,0.5,1.9,0.24600000000000002,1999,0.0,PF
1958,P.J. Brown,7.9,14.8,0.529,2.2,6.2,0.346,3.0,7.6,0.393,3.6,9.2,0.396,3.0,8.1,0.374,1.1,2.8,0.38,1999,0.0,PF
1959,Pat Garrity,5.7,9.4,0.605,1.5,3.5,0.42,1.4,3.4,0.411,2.6,6.6,0.403,1.9,5.4,0.351,0.8,2.3,0.331,1999,0.0,SF
1960,Patrick Ewing,9.0,15.4,0.5870000000000001,2.2,6.3,0.351,2.9,7.9,0.368,4.4,11.3,0.387,3.5,8.7,0.407,1.0,3.6,0.284,1999,0.0,C
1961,Paul Pierce,11.8,19.8,0.593,2.1,5.8,0.354,2.8,7.3,0.384,5.0,11.6,0.429,3.9,9.7,0.406,1.1,3.2,0.359,1999,0.0,SF
1962,Peja Stojakovic,8.0,12.7,0.628,2.6,7.1,0.363,1.9,5.1,0.383,3.0,7.9,0.379,2.5,6.7,0.376,0.6,2.2,0.252,1999,0.0,SF
1963,Pervis Ellison,3.1,5.0,0.624,0.7,1.7,0.436,0.9,1.7,0.525,1.6,3.4,0.453,1.1,2.6,0.418,0.4,1.1,0.4,1999,0.0,C
